pid,store_name,display_name,parent_name,billing_partner,street,zip,city,phone,email,statut,sale_warn,tier,cycle_days,so_count_12m,total_untaxed_12m,avg_mois,first_so_date,last_so_date,last_so_days_ago,last_so_label,last_visit,last_visit_source,next_visit,retard_j,controle_stock,methode_reassort,regle_magasin
124642,Affilié 043102 - Delhaize Flémalle,Affilié 043102 - Delhaize Flémalle,Delhaize Le Lion S.A,Affilié 043102 - Delhaize Flémalle,Grand Route 299,4400,Flémalle,+32 4 233 88 37,ad.flemalle@hotmail.com,Televente,no-message,B,28,1,303.12,25.26,2026-06-22,2026-06-22,35,22/06/2026 (35j),2026-06-22,picking,2026-07-20,7,,,
122466,Hyper Carrefour Gosselies - 5400102606455,Hyper Carrefour Gosselies - 5400102606455,Carrefour Belgium,Carrefour Belgium,Da Vincilaan 3,6041,Gosselies,+32 71 25 06 11,,Televente,no-message,C,42,2,834.24,69.52,2026-04-03,2026-06-08,49,08/06/2026 (49j),2026-06-08,picking,2026-07-20,7,,,
122995,Micamik SRL - Spar Godinne,Micamik SRL - Spar Godinne,,Micamik SRL - Spar Godinne,Rue de Mont 13,5530,Godinne,+32 82 61 27 50,spargodinne@icloud.com,Televente,no-message,C,42,2,830.08,69.17,2026-04-22,2026-06-08,49,08/06/2026 (49j),2026-06-08,picking,2026-07-20,7,,,
122467,Hyper Carrefour Bomerée - 5400102606684,Hyper Carrefour Bomerée - 5400102606684,Carrefour Belgium,Carrefour Belgium,Rue de la station 1,6110,Montigny-Le-Tilleul,+32 71 29 72 11,demoulin_michael@carrefour.com,Televente,no-message,C,42,2,784.56,65.38,2026-03-27,2026-06-09,48,09/06/2026 (48j),2026-06-09,picking,2026-07-21,6,,,
124701,Affilié 045070 - Proxy Delhaize Ma Campagne,Affilié 045070 - Proxy Delhaize Ma Campagne,Delhaize Le Lion S.A,Delhaize Le Lion S.A,Chaussée de Waterloo 412G,1050,Ixelles,+32 2 514 66 48,david.ficette@gmail.com,Televente,no-message,B,28,1,649.85,54.15,2026-06-24,2026-06-24,33,24/06/2026 (33j),2026-06-24,picking,2026-07-22,5,,,
123844,Louis Delhaize - Haversin,Louis Delhaize - Haversin,,Louis Delhaize - Haversin,Rue de Barvaux 141,5590,Haversin,+32 83 69 95 01,cyanar@live.be,Televente,no-message,B,28,2,568.57,47.38,2026-05-20,2026-06-24,33,24/06/2026 (33j),2026-06-24,picking,2026-07-22,5,,,
117130,Affilié 041895 - Proxy Delhaize Braives,Affilié 041895 - Proxy Delhaize Braives,Delhaize Le Lion S.A,Affilié 041895 - Proxy Delhaize Braives,Chaussée de Tirlemont 6A,4260,Braives,+32 19 69 94 88,maxime@proxybraives.be,Televente,no-message,C,42,3,513.08,42.76,2025-12-08,2026-06-10,47,10/06/2026 (47j),2026-06-10,picking,2026-07-22,5,,,
2915,Affilié 048880 - AD Soumagne Marvan s.a.,Affilié 048880 - AD Soumagne Marvan s.a.,Delhaize Le Lion S.A,Affilié 048880 - AD Soumagne Marvan s.a.,Avenue de la Résistance 322,4630,Soumagne,043 45 97 50,adsoumagne@iba-invest.be,NoMerch,no-message,A,21,9,12631.77,1052.65,2025-09-09,2026-07-13,14,13/07/2026 (14j),2026-07-15,picking,2026-08-05,0,,,
6598,Carrefour Market Boondael - 5400102101172,Carrefour Market Boondael - 5400102101172,Carrefour Belgium,Carrefour Belgium,Chaussée de Boondael 444,1050,Ixelles,+32 2 627 05 11,NICOLAS_DEHON@CARREFOUR.COM,Televente,no-message,B,28,4,1735.64,144.64,2025-08-05,2026-06-18,39,18/06/2026 (39j),2026-06-29,picking,2026-07-27,0,,,
8683,Hyper Carrefour Waterloo Mt-St-Jean - 5400102604598,Hyper Carrefour Waterloo Mt-St-Jean - 5400102604598,Carrefour Belgium,Carrefour Belgium,Chaussée de Charleroi 579,1410,Waterloo,+32 2 389 27 11,,Televente,no-message,B,28,4,1573.09,131.09,2025-08-22,2026-07-14,13,14/07/2026 (13j),2026-07-15,picking,2026-08-12,0,,,
124182,Affilié 049205 - Delhaize Tubize,Affilié 049205 - Delhaize Tubize,Delhaize Le Lion S.A,Affilié 049205 - Delhaize Tubize,"Rue de la Déportation, 61",1480,Tubize,+32 2 355 42 60,adtubize@gmail.com,Televente,no-message,B,28,2,997.68,83.14,2026-06-04,2026-07-14,13,14/07/2026 (13j),2026-07-15,picking,2026-08-12,0,,,
124572,Spar Clavier,Spar Clavier,,Spar Clavier,Rue de la gendarmerie 70,4560,Clavier,+32 85 21 12 77,spar.clavier@icloud.com,Televente,no-message,B,28,3,700.12,58.34,2026-06-19,2026-07-13,14,13/07/2026 (14j),2026-07-15,picking,2026-08-12,0,,,
123842,Spar Barvaux,Spar Barvaux,,Spar Barvaux,Route de Marche 41,6940,Durbuy,+32 86 21 27 21,spar.barvaux@gmail.com,Televente,no-message,B,28,3,663.85,55.32,2026-05-20,2026-07-14,13,14/07/2026 (13j),2026-07-15,picking,2026-08-12,0,,,
124180,Affilié 049015 - Proxy Delhaize Tihange,Affilié 049015 - Proxy Delhaize Tihange,Delhaize Le Lion S.A,Affilié 049015 - Proxy Delhaize Tihange,Avenue de l'industrie 26,4500,Huy,+32 85 25 29 39,delhaizetihange@yahoo.fr,Televente,no-message,B,28,2,623.78,51.98,2026-06-04,2026-07-14,13,14/07/2026 (13j),2026-07-15,picking,2026-08-12,0,,,
124638,Delhaize Visé,Delhaize Visé,,Delhaize Visé,Route de Dalhem 15,4600,Visé,+32 4 379 85 41,secretariat@ad-delhaizevise.be,Televente,no-message,B,28,2,602.24,50.19,2026-06-22,2026-07-06,21,06/07/2026 (21j),2026-07-09,picking,2026-08-06,0,,,
123966,Intermarché Mons,Intermarché Mons,,Intermarché Mons,Chemin de la Procession 399,7000,Mons,+32 65 39 48 11,pdv95019@mousquetaires.com,Televente,no-message,B,28,3,511.68,42.64,2026-05-26,2026-07-13,14,13/07/2026 (14j),2026-07-15,picking,2026-08-12,0,,,
125275,Carrefour Market Vielsalm,Carrefour Market Vielsalm,Carrefour Belgium,Carrefour Market Vielsalm,Les Grands Champs 38,6690,Vielsalm,+32 80 21 57 71,carrefour.vielsalm@outlook.be,Televente,no-message,B,28,1,336.83,28.07,2026-07-13,2026-07-13,14,13/07/2026 (14j),2026-07-15,picking,2026-08-12,0,,,
125351,FQMS - Proxy Delhaize Quadrilatere (Huy),FQMS - Proxy Delhaize Quadrilatere (Huy),,FQMS - Proxy Delhaize Quadrilatere (Huy),Rue Delloye-Matthieu 9,4500,Huy,+32 471 72 79 39,compta@fqms.be,Televente,no-message,B,28,1,324.93,27.08,2026-07-15,2026-07-15,12,15/07/2026 (12j),2026-07-16,picking,2026-08-13,0,,,"pas de passage le MARDI — de preference le MERCREDI (contrainte magasin, lead #1095)"
124727,Delhaize Montigny,Delhaize Montigny,,Delhaize Montigny,Rue de Gozée 400,6110,Montigny-le-Tilleul,+32 71 56 22 73,directionmlt@nolamanagement.be,Televente,no-message,B,28,1,301.12,25.09,2026-06-26,2026-06-26,31,26/06/2026 (31j),2026-07-01,picking,2026-07-29,0,,,
9079,Carrefour Market Naninne - 5400102117050,Carrefour Market Naninne - 5400102117050,Carrefour Belgium,Carrefour Belgium,Chaussée de Marche 741,5100,Naninne,+32 81 58 19 68,mellecev@gmail.com,NoMerch,no-message,C,42,4,1187.68,98.97,2025-08-11,2026-07-10,17,10/07/2026 (17j),2026-07-10,picking,2026-08-21,0,,,
120035,Good 4 Food SRL - Proxy Delhaize Linthout,Good 4 Food SRL - Proxy Delhaize Linthout,,Good 4 Food SRL - Proxy Delhaize Linthout,Av Georges Henri 481,1200,Woluwe St Lambert,+32 2 735 06 90,proxylinthout@gmail.com,Televente,no-message,C,42,4,1130.64,94.22,2026-01-19,2026-06-25,32,25/06/2026 (32j),2026-07-01,picking,2026-08-12,0,,,
123041,Affilié 44845 - Delhaize Enghien,Affilié 44845 - Delhaize Enghien,Delhaize Le Lion S.A,Delhaize Le Lion S.A,Square de la Dodane,7850,Enghien,+32 2 395 69 30,dllenghienmestdag@gmail.com,Televente,no-message,C,42,2,709.32,59.11,2026-04-16,2026-06-15,42,15/06/2026 (42j),2026-06-16,picking,2026-07-28,0,,,
122589,Carrefour Market Wellin,Carrefour Market Wellin,Carrefour Belgium,Carrefour Market Wellin,"Rue de la Station, 32",6920,Wellin,+32 84 38 92 96,carrefourwellin@gmail.com,Televente,no-message,C,42,2,644.01,53.67,2026-03-30,2026-07-14,13,14/07/2026 (13j),2026-07-15,picking,2026-08-26,0,,,
2776,AL DISTRIBUTION - Intermarché Monnaie,AL DISTRIBUTION - Intermarché Monnaie,,,Rue de l'Evêque 30,1000,Bruxelles,028999265,PDV09926@mousquetaires.com,Arret,block,X,90,0,0.0,0.0,,,,Jamais commandé,,,,0,,,
2845,CAP GOZEE - Intermarché Gozée,CAP GOZEE - Intermarché Gozée,,,"Rue de Marchienne, 204",6534,GOZEE,071519979,pdv09849@mousquetaires.com,Arret,block,X,90,0,0.0,0.0,,,,Jamais commandé,,,,0,,,
2850,COUDIS SA - Intermarché Couillet,COUDIS SA - Intermarché Couillet,,,"Route de Philippeville, 319",6010,COUILLET,071471126,pdv09867@mousquetaires.com,Arret,block,X,90,0,0.0,0.0,,,,Jamais commandé,,,,0,,,
7006,Carrefour Market Genval,Carrefour Market Genval,,,Rue de la Bruyère 215,1332,Rixensart,,kevin.besnard@yahoo.be,Arret,block,X,90,0,0.0,0.0,,,,Jamais commandé,,,,0,,,
2910,DelHaccourt SRL - Delhaize Haccourt,DelHaccourt SRL - Delhaize Haccourt,,,Avenue Reine Fabiola 27,4684,Haccourt,043795572,Flamur.Vitija@affiliatesdelhaize.be,Arret,block,X,90,0,0.0,0.0,,,,Jamais commandé,,,,0,,,
5427,Affilié 040270 - Delhaize Alsemberg,Affilié 040270 - Delhaize Alsemberg,Delhaize Le Lion S.A,Delhaize Le Lion S.A,Steenweg Op Eigenbrakel 34,,Alsemberg,0496 04 14 29,023 81 31 38,Arret,block,X,90,0,0.0,0.0,,,,Jamais commandé,,,,0,,,
5645,Affilié 041395 - Delhaize Braine l'Alleud,Affilié 041395 - Delhaize Braine l'Alleud,Delhaize Le Lion S.A,Delhaize Le Lion S.A,Rue de la Graignette 5,,Braine-l'Alleud,023 87 43 75,jenverast@gmail.com,Arret,block,X,90,0,0.0,0.0,,,,Jamais commandé,,,,0,,,
5446,Affilié 043185 - AD Fort Jaco,Affilié 043185 - AD Fort Jaco,Delhaize Le Lion S.A,Delhaize Le Lion S.A,Chaussée de Waterloo 1363,,Uccle,02/372.11.01,admin@delhaize-fortjaco.be,Arret,block,X,90,0,0.0,0.0,,,,Jamais commandé,,,,0,,,
5686,Affilié 043870 - Delhaize Hankar,Affilié 043870 - Delhaize Hankar,Delhaize Le Lion S.A,Delhaize Le Lion S.A,"Clos Lucien Outers, 1",,Auderghem,02/734 13 04,lionhankar@gmail.com,Arret,block,X,90,0,0.0,0.0,,,,Jamais commandé,,,,0,,,
5772,Affilié 044765 - Delhaize Léopold III,Affilié 044765 - Delhaize Léopold III,Delhaize Le Lion S.A,Delhaize Le Lion S.A,Rue de Genève 2,,Evere,027 05 46 35,Rodolphe@delhaize-leopold3.be,Arret,block,X,90,0,0.0,0.0,,,,Jamais commandé,,,,0,,,
5543,Affilié 045630 - Delhaize Mozart,Affilié 045630 - Delhaize Mozart,Delhaize Le Lion S.A,Delhaize Le Lion S.A,Chaussée d'Alsemberg 505,,Bruxelles,023 45 75 53,Delhaizemozart@gmail.com,Arret,block,X,90,0,0.0,0.0,,,,Jamais commandé,,,,0,,,
5573,Affilié 049385 - Delhaize Waterloo,Affilié 049385 - Delhaize Waterloo,Delhaize Le Lion S.A,Delhaize Le Lion S.A,"Boulevard Henri Rolin, 7",,Waterloo,02 351 32 42,Fournisseurs.delwate@outlook.com,Arret,block,X,90,0,0.0,0.0,,,,Jamais commandé,,,,0,,,
3116,Magbraine.SA - Intermarché Braine L’alleud,Magbraine.SA - Intermarché Braine L’alleud,,,"Place Saint-Sébastien 15,",1420,Braine-l'Alleud,023 84 09 28,pdv09848@mousquetaires.com,Arret,block,X,90,0,0.0,0.0,,,,Jamais commandé,,,,0,,,
3212,SA LAMBUSIM - Intermarché Lambusart,SA LAMBUSIM - Intermarché Lambusart,,,"rue du Wainage, 236/1",6220,Lambusart,071814358,pdv09857@mousquetaires.com,Arret,block,X,90,0,0.0,0.0,,,,Jamais commandé,,,,0,,,
3213,SA MOFER - Intermarché Eghezée,SA MOFER - Intermarché Eghezée,,,"Chaussée de Louvain, 64",5310,EGHEZEE,081445204,pdv09877@mousquetaires.com,Arret,block,X,90,0,0.0,0.0,,,,Jamais commandé,,,,0,,,
