pid,store_name,display_name,parent_name,billing_partner,street,zip,city,phone,email,statut,sale_warn,tier,cycle_days,so_count_12m,total_untaxed_12m,avg_mois,first_so_date,last_so_date,last_so_days_ago,last_so_label,last_visit,last_visit_source,next_visit,retard_j,controle_stock,methode_reassort,regle_magasin
125351,FQMS - Proxy Delhaize Quadrilatere (Huy),FQMS - Proxy Delhaize Quadrilatere (Huy),,FQMS - Proxy Delhaize Quadrilatere (Huy),Rue Delloye-Matthieu 9,4500,Huy,+32 471 72 79 39,compta@fqms.be,Televente,no-message,B,28,1,324.93,27.08,2026-07-15,2026-07-15,71,15/07/2026 (71j),2026-07-16,picking,2026-08-13,42,,,"pas de passage le MARDI — de preference le MERCREDI (contrainte magasin, lead #1095)"
124182,Affilié 049205 - Delhaize Tubize,Affilié 049205 - Delhaize Tubize,Delhaize Le Lion S.A,Affilié 049205 - Delhaize Tubize,"Rue de la Déportation, 61",1480,Tubize,+32 2 355 42 60,adtubize@gmail.com,Televente,no-message,C,42,2,997.68,83.14,2026-06-04,2026-07-14,72,14/07/2026 (72j),2026-07-15,picking,2026-08-26,29,,,
122589,Carrefour Market Wellin,Carrefour Market Wellin,Carrefour Belgium,Carrefour Market Wellin,"Rue de la Station, 32",6920,Wellin,+32 84 38 92 96,carrefourwellin@gmail.com,Televente,no-message,C,42,2,644.01,53.67,2026-03-30,2026-07-14,72,14/07/2026 (72j),2026-07-15,picking,2026-08-26,29,,,
123966,Intermarché Mons,Intermarché Mons,,Intermarché Mons,Chemin de la Procession 399,7000,Mons,+32 65 39 48 11,pdv95019@mousquetaires.com,Televente,no-message,C,42,3,509.89,42.49,2026-05-26,2026-07-13,73,13/07/2026 (73j),2026-07-15,picking,2026-08-26,29,,,
2905,DEMARS S.A.  - Carrefour Market Beauraing,DEMARS S.A.  - Carrefour Market Beauraing,,DEMARS S.A.  - Carrefour Market Beauraing,"Rue de Rochefort, 37",5570,BEAURAING,082/71 02 30,celine.magis@groupedemars.be,Televente,no-message,A,21,10,6855.22,571.27,2025-11-03,2026-07-27,59,27/07/2026 (59j),2026-08-10,picking,2026-08-31,24,,,
124178,Delhaize Amay,Delhaize Amay,,Delhaize Amay,Chaussee Roosevelt 101,4540,Amay,+32 85 31 29 97,info@delhaize-amay.be,Televente,no-message,X,90,1,322.64,26.89,2026-06-04,2026-06-04,112,04/06/2026 (112j),2026-06-04,picking,2026-09-02,22,,,
124701,Affilié 045070 - Proxy Delhaize Ma Campagne,Affilié 045070 - Proxy Delhaize Ma Campagne,Delhaize Le Lion S.A,Affilié 045070 - Proxy Delhaize Ma Campagne,Chaussée de Waterloo 412G,1050,Ixelles,+32 2 514 66 48,david.ficette@gmail.com,Televente,no-message,B,28,2,1299.7,108.31,2026-06-24,2026-08-05,50,05/08/2026 (50j),2026-08-10,picking,2026-09-07,17,,,
124727,Delhaize Montigny,Delhaize Montigny,,Delhaize Montigny,Rue de Gozée 400,6110,Montigny-le-Tilleul,+32 71 56 22 73,directionmlt@nolamanagement.be,Televente,no-message,B,28,2,526.96,43.91,2026-06-26,2026-08-05,50,05/08/2026 (50j),2026-08-10,picking,2026-09-07,17,,,
2915,Affilié 048880 - AD Soumagne Marvan s.a.,Affilié 048880 - AD Soumagne Marvan s.a.,Delhaize Le Lion S.A,Affilié 048880 - AD Soumagne Marvan s.a.,Avenue de la Résistance 322,4630,Soumagne,043 45 97 50,adsoumagne@iba-invest.be,NoMerch,no-message,A,21,9,13059.41,1088.28,2025-10-13,2026-08-19,36,19/08/2026 (36j),2026-08-19,picking,2026-09-09,15,,,
120035,Good 4 Food SRL - Proxy Delhaize Linthout,Good 4 Food SRL - Proxy Delhaize Linthout,,Good 4 Food SRL - Proxy Delhaize Linthout,Av Georges Henri 481,1200,Woluwe St Lambert,+32 2 735 06 90,proxylinthout@gmail.com,Televente,no-message,B,28,5,1352.63,112.72,2026-01-19,2026-08-14,41,14/08/2026 (41j),2026-08-17,picking,2026-09-14,10,,,
9079,Carrefour Market Naninne - 5400102117050,Carrefour Market Naninne - 5400102117050,Carrefour Belgium,Carrefour Belgium,Chaussée de Marche 741,5100,Naninne,+32 81 58 19 68,mellecev@gmail.com,NoMerch,no-message,C,42,3,789.79,65.82,2026-01-22,2026-07-10,76,10/07/2026 (76j),2026-08-04,picking,2026-09-15,9,,,
3226,SRL Waldix - Delhaize Wavre,SRL Waldix - Delhaize Wavre,,SRL Waldix - Delhaize Wavre,Chaussée de Louvain 126,1300,Wavre,+32 477 91 45 25,info@beldix.be,NoMerch,no-message,B,28,6,3023.36,251.95,2025-10-21,2026-08-19,36,19/08/2026 (36j),2026-08-19,picking,2026-09-16,8,,,
122467,Hyper Carrefour Bomerée - 5400102606684,Hyper Carrefour Bomerée - 5400102606684,Carrefour Belgium,Hyper Carrefour Bomerée - 5400102606684,Rue de la station 1,6110,Montigny-Le-Tilleul,+32 71 29 72 11,demoulin_michael@carrefour.com,Televente,no-message,C,42,3,958.91,79.91,2026-03-27,2026-08-05,50,05/08/2026 (50j),2026-08-05,last_so,2026-09-16,8,,,
124554,Affilié 047550 - Proxy Delhaize Roi Chevalier,Affilié 047550 - Proxy Delhaize Roi Chevalier,Delhaize Le Lion S.A,Delhaize Le Lion S.A,Avenue du Roi Chevalier 53,1200,Woluwe-Saint-Lambert,+32 2 779 55 42,,Televente,no-message,X,90,1,301.12,25.09,2026-06-18,2026-06-18,98,18/06/2026 (98j),2026-06-18,picking,2026-09-16,8,,,
8062,Carrefour Hyper Auderghem -5400102606158,Carrefour Hyper Auderghem -5400102606158,Carrefour Belgium,Carrefour Hyper Auderghem -5400102606158,Bd du Souverain-Vorstlaan 240,1160,Auderghem,+32 2 679 05 11,josiane_bourcy@carrefour.com,Televente,no-message,C,42,3,931.16,77.6,2025-11-04,2026-07-31,55,31/07/2026 (55j),2026-08-10,picking,2026-09-21,3,,,
59558,Rosy Dis sprl - Carrefour Market La Chasse,Rosy Dis sprl - Carrefour Market La Chasse,,Rosy Dis sprl - Carrefour Market La Chasse,"Rue des champs, 39",1040,Bruxelles,+32 2 647 44 73,carrefourmarketlachasse@gmail.com,Televente,no-message,C,42,2,715.06,59.59,2025-11-13,2026-05-22,125,22/05/2026 (125j),2026-08-10,comment_tag,2026-09-21,3,,,
122991,Antheco SA - Intermarché Anthée,Antheco SA - Intermarché Anthée,,Antheco SA - Intermarché Anthée,Rue Maréchal Franchet d'Esperey 2,5520,Onhaye,+32 82 21 31 00,PDV06651@mousquetaires.com,Televente,no-message,C,42,2,564.6,47.05,2026-06-05,2026-08-06,49,06/08/2026 (49j),2026-08-10,picking,2026-09-21,3,,,
123964,Intermarché Rumes - Hainaut,Intermarché Rumes - Hainaut,,Intermarché Rumes - Hainaut,Chaussée de Douai 1bis,7610,Rumes,+32 69 34 31 88,pdv04733@mousquetaires.com,Televente,no-message,C,42,2,465.65,38.8,2026-05-29,2026-08-04,51,04/08/2026 (51j),2026-08-10,picking,2026-09-21,3,,,
123144,Affilié 040490 - Delhaize Ath,Affilié 040490 - Delhaize Ath,Delhaize Le Lion S.A,Affilié 040490 - Delhaize Ath,Rue de l'Abbaye 6,7800,Ath,+32 68 84 24 01,lorickvanassche@outlook.com,Televente,no-message,B,15,4,2355.55,196.3,2026-04-22,2026-09-04,20,04/09/2026 (20j),2026-09-07,picking,2026-09-22,2,,,
2913,Affilié 043561 - AD Gembloux,Affilié 043561 - AD Gembloux,Delhaize Le Lion S.A,Affilié 043561 - AD Gembloux,Chaussée de Wavre 42A,5030,Gembloux,081 61 38 44,delhaize.gembloux@gmail.com,NoMerch,no-message,B,28,10,2956.18,246.35,2025-10-09,2026-09-17,7,17/09/2026 (7j),2026-09-18,picking,2026-10-16,0,,,
5443,Affilié 041341 - AD Delhaize Filature,Affilié 041341 - AD Delhaize Filature,Delhaize Le Lion S.A,Affilié 041341 - AD Delhaize Filature,Rue de Tubize 102,,Braine-le-Château,02 204 56 40,Adfilature@courcellesgroup.be,Televente,no-message,C,42,5,1042.76,86.9,2025-09-29,2026-09-17,7,17/09/2026 (7j),2026-09-18,picking,2026-10-30,0,,,
124148,Spar Beauvechain,Spar Beauvechain,,Spar Beauvechain,Rue du Village 2,1320,Beauvechain,+32 10 86 60 37,spar.beauvechain@gmail.com,Televente,no-message,C,42,2,886.98,73.92,2026-06-04,2026-08-26,29,26/08/2026 (29j),2026-08-26,picking,2026-10-07,0,,,
124180,Affilié 049015 - Proxy Delhaize Tihange,Affilié 049015 - Proxy Delhaize Tihange,Delhaize Le Lion S.A,Affilié 049015 - Proxy Delhaize Tihange,Avenue de l'industrie 26,4500,Huy,+32 85 25 29 39,delhaizetihange@yahoo.fr,Televente,no-message,C,42,3,821.98,68.5,2026-06-04,2026-08-26,29,26/08/2026 (29j),2026-08-26,picking,2026-10-07,0,,,
124037,Intermarché Braine Le Château,Intermarché Braine Le Château,,Intermarché Braine Le Château,Rue de Nivelles 186A,1440,Braine-le-Château,+32 2 366 21 69,PDV09925@MOUSQUETAIRES.COM,Televente,no-message,C,42,2,820.3,68.36,2026-05-29,2026-08-10,45,10/08/2026 (45j),2026-08-17,picking,2026-09-28,0,,,
122958,NDB Diffusion -Spar Namur,NDB Diffusion -Spar Namur,,NDB Diffusion -Spar Namur,Rue des Echasseurs 1,5000,Namur,+32 81 81 31 87,info@sparnamur.com,Arret,block,C,42,3,585.06,48.75,2026-04-15,2026-07-06,80,06/07/2026 (80j),2026-09-07,comment_tag,2026-10-19,0,,,pas de visite le jeudi apres-midi - zone pietonne
2776,AL DISTRIBUTION - Intermarché Monnaie,AL DISTRIBUTION - Intermarché Monnaie,,,Rue de l'Evêque 30,1000,Bruxelles,028999265,PDV09926@mousquetaires.com,Arret,block,X,90,0,0.0,0.0,,,,Jamais commandé,,,,0,,,
7240,BELGALITA FOOD - Hélène ZINCK - Brasserie Liègeoise,BELGALITA FOOD - Hélène ZINCK - Brasserie Liègeoise,,,Rue des Guillemins 119,4000,Liège,+32 483 53 38 60,brasserieliegeoise@gmail.com,Arret,block,X,90,0,0.0,0.0,,,,Jamais commandé,,,,0,,,
7241,,BELGALITA FOOD - Hélène ZINCK - Brasserie Liègeoise,BELGALITA FOOD - Hélène ZINCK - Brasserie Liègeoise,BELGALITA FOOD - Hélène ZINCK - Brasserie Liègeoise,Rue des Guillemins 119,4000,Liège,+32 483 53 38 60,heck.thibaut@gmail.com,Arret,block,X,90,0,0.0,0.0,,,,Jamais commandé,,,,0,,,
2845,CAP GOZEE - Intermarché Gozée,CAP GOZEE - Intermarché Gozée,,,"Rue de Marchienne, 204",6534,GOZEE,071519979,pdv09849@mousquetaires.com,Arret,block,X,90,0,0.0,0.0,,,,Jamais commandé,,,,0,,,
2850,COUDIS SA - Intermarché Couillet,COUDIS SA - Intermarché Couillet,,,"Route de Philippeville, 319",6010,COUILLET,071471126,pdv09867@mousquetaires.com,Arret,block,X,90,0,0.0,0.0,,,,Jamais commandé,,,,0,,,
7883,Carrefour Market Bertrix-Srl Virdo- Loic Sprumont,Carrefour Market Bertrix-Srl Virdo- Loic Sprumont,,,Place des 3 Fers 23,6880,BERTRIX,+32 61 41 10 84,l.sprumont@marketbertrix.be,Arret,block,X,90,0,0.0,0.0,,,,Jamais commandé,,,,0,,,
7006,Carrefour Market Genval,Carrefour Market Genval,,,Rue de la Bruyère 215,1332,Rixensart,,kevin.besnard@yahoo.be,Arret,block,X,90,0,0.0,0.0,,,,Jamais commandé,,,,0,,,
2910,DelHaccourt SRL - Delhaize Haccourt,DelHaccourt SRL - Delhaize Haccourt,,,Avenue Reine Fabiola 27,4684,Haccourt,043795572,Flamur.Vitija@affiliatesdelhaize.be,Arret,block,X,90,0,0.0,0.0,,,,Jamais commandé,,,,0,,,
5427,Affilié 040270 - Delhaize Alsemberg,Affilié 040270 - Delhaize Alsemberg,Delhaize Le Lion S.A,Delhaize Le Lion S.A,Steenweg Op Eigenbrakel 34,,Alsemberg,0496 04 14 29,023 81 31 38,Arret,block,X,90,0,0.0,0.0,,,,Jamais commandé,,,,0,,,
5645,Affilié 041395 - Delhaize Braine l'Alleud,Affilié 041395 - Delhaize Braine l'Alleud,Delhaize Le Lion S.A,Delhaize Le Lion S.A,Rue de la Graignette 5,,Braine-l'Alleud,023 87 43 75,jenverast@gmail.com,Arret,block,X,90,0,0.0,0.0,,,,Jamais commandé,,,,0,,,
5446,Affilié 043185 - AD Fort Jaco,Affilié 043185 - AD Fort Jaco,Delhaize Le Lion S.A,Delhaize Le Lion S.A,Chaussée de Waterloo 1363,,Uccle,02/372.11.01,admin@delhaize-fortjaco.be,Arret,block,X,90,0,0.0,0.0,,,,Jamais commandé,,,,0,,,
5686,Affilié 043870 - Delhaize Hankar,Affilié 043870 - Delhaize Hankar,Delhaize Le Lion S.A,Delhaize Le Lion S.A,"Clos Lucien Outers, 1",,Auderghem,02/734 13 04,lionhankar@gmail.com,Arret,block,X,90,0,0.0,0.0,,,,Jamais commandé,,,,0,,,
5772,Affilié 044765 - Delhaize Léopold III,Affilié 044765 - Delhaize Léopold III,Delhaize Le Lion S.A,Delhaize Le Lion S.A,Rue de Genève 2,,Evere,027 05 46 35,Rodolphe@delhaize-leopold3.be,Arret,block,X,90,0,0.0,0.0,,,,Jamais commandé,,,,0,,,
5543,Affilié 045630 - Delhaize Mozart,Affilié 045630 - Delhaize Mozart,Delhaize Le Lion S.A,Delhaize Le Lion S.A,Chaussée d'Alsemberg 505,,Bruxelles,023 45 75 53,Delhaizemozart@gmail.com,Arret,block,X,90,0,0.0,0.0,,,,Jamais commandé,,,,0,,,
5573,Affilié 049385 - Delhaize Waterloo,Affilié 049385 - Delhaize Waterloo,Delhaize Le Lion S.A,Delhaize Le Lion S.A,"Boulevard Henri Rolin, 7",,Waterloo,02 351 32 42,Fournisseurs.delwate@outlook.com,Arret,block,X,90,0,0.0,0.0,,,,Jamais commandé,,,,0,,,
3116,Magbraine.SA - Intermarché Braine L’alleud,Magbraine.SA - Intermarché Braine L’alleud,,,"Place Saint-Sébastien 15,",1420,Braine-l'Alleud,023 84 09 28,pdv09848@mousquetaires.com,Arret,block,X,90,0,0.0,0.0,,,,Jamais commandé,,,,0,,,
3212,SA LAMBUSIM - Intermarché Lambusart,SA LAMBUSIM - Intermarché Lambusart,,,"rue du Wainage, 236/1",6220,Lambusart,071814358,pdv09857@mousquetaires.com,Arret,block,X,90,0,0.0,0.0,,,,Jamais commandé,,,,0,,,
3213,SA MOFER - Intermarché Eghezée,SA MOFER - Intermarché Eghezée,,,"Chaussée de Louvain, 64",5310,EGHEZEE,081445204,pdv09877@mousquetaires.com,Arret,block,X,90,0,0.0,0.0,,,,Jamais commandé,,,,0,,,
