pid,store_name,display_name,parent_name,billing_partner,street,zip,city,phone,email,statut,sale_warn,tier,cycle_days,so_count_12m,total_untaxed_12m,avg_mois,first_so_date,last_so_date,last_so_days_ago,last_so_label,last_visit,last_visit_source,next_visit,retard_j,controle_stock,methode_reassort,regle_magasin
6598,Carrefour Market Boondael - 5400102101172,Carrefour Market Boondael - 5400102101172,Carrefour Belgium,Carrefour Belgium,Chaussée de Boondael 444,1050,Ixelles,+32 2 627 05 11,NICOLAS_DEHON@CARREFOUR.COM,Televente,no-message,B,28,3,1692.05,141.0,2026-03-16,2026-06-18,53,18/06/2026 (53j),2026-06-29,picking,2026-07-27,14,,,
123041,Affilié 44845 - Delhaize Enghien,Affilié 44845 - Delhaize Enghien,Delhaize Le Lion S.A,Delhaize Le Lion S.A,Square de la Dodane,7850,Enghien,+32 2 395 69 30,dllenghienmestdag@gmail.com,Televente,no-message,C,42,2,709.32,59.11,2026-04-16,2026-06-15,56,15/06/2026 (56j),2026-06-16,picking,2026-07-28,13,,,
2913,Affilié 043561 - AD Gembloux,Affilié 043561 - AD Gembloux,Delhaize Le Lion S.A,Affilié 043561 - AD Gembloux,Chaussée de Wavre 42A,5030,Gembloux,081 61 38 44,delhaize.gembloux@gmail.com,NoMerch,no-message,B,28,9,2755.98,229.66,2025-10-09,2026-06-29,42,29/06/2026 (42j),2026-07-01,picking,2026-07-29,12,,,
2915,Affilié 048880 - AD Soumagne Marvan s.a.,Affilié 048880 - AD Soumagne Marvan s.a.,Delhaize Le Lion S.A,Affilié 048880 - AD Soumagne Marvan s.a.,Avenue de la Résistance 322,4630,Soumagne,043 45 97 50,adsoumagne@iba-invest.be,NoMerch,no-message,A,21,9,12631.77,1052.65,2025-09-09,2026-07-13,28,13/07/2026 (28j),2026-07-15,picking,2026-08-05,5,,,
2905,DEMARS S.A.  - Carrefour Market Beauraing,DEMARS S.A.  - Carrefour Market Beauraing,,DEMARS S.A.  - Carrefour Market Beauraing,"Rue de Rochefort, 37",5570,BEAURAING,082/71 02 30,celine.magis@groupedemars.be,Televente,no-message,A,21,11,7516.29,626.36,2025-09-05,2026-07-27,14,27/07/2026 (14j),2026-07-27,last_so,2026-08-17,0,,,
8683,Hyper Carrefour Waterloo Mt-St-Jean - 5400102604598,Hyper Carrefour Waterloo Mt-St-Jean - 5400102604598,Carrefour Belgium,Carrefour Belgium,Chaussée de Charleroi 579,1410,Waterloo,+32 2 389 27 11,,Televente,no-message,B,28,4,1573.09,131.09,2025-08-22,2026-07-14,27,14/07/2026 (27j),2026-07-15,picking,2026-08-12,0,,,
123346,Gemblouxim - Intermarché Gembloux,Gemblouxim - Intermarché Gembloux,,Gemblouxim - Intermarché Gembloux,Campagne d'Enée 1,5030,Gembloux,+32 81 61 01 43,PDV09844@MOUSQUETAIRES.COM,Televente,no-message,B,28,3,1359.01,113.25,2026-04-30,2026-08-03,7,03/08/2026 (7j),2026-08-03,last_so,2026-08-31,0,,,
124701,Affilié 045070 - Proxy Delhaize Ma Campagne,Affilié 045070 - Proxy Delhaize Ma Campagne,Delhaize Le Lion S.A,Affilié 045070 - Proxy Delhaize Ma Campagne,Chaussée de Waterloo 412G,1050,Ixelles,+32 2 514 66 48,david.ficette@gmail.com,Televente,no-message,B,28,2,1299.7,108.31,2026-06-24,2026-08-05,5,05/08/2026 (5j),2026-08-05,last_so,2026-09-02,0,,,
124638,Delhaize Visé,Delhaize Visé,,Delhaize Visé,Route de Dalhem 15,4600,Visé,+32 4 379 85 41,secretariat@ad-delhaizevise.be,Televente,no-message,B,28,3,1016.28,84.69,2026-06-22,2026-08-05,5,05/08/2026 (5j),2026-08-05,last_so,2026-09-02,0,,,
124182,Affilié 049205 - Delhaize Tubize,Affilié 049205 - Delhaize Tubize,Delhaize Le Lion S.A,Affilié 049205 - Delhaize Tubize,"Rue de la Déportation, 61",1480,Tubize,+32 2 355 42 60,adtubize@gmail.com,Televente,no-message,B,28,2,997.68,83.14,2026-06-04,2026-07-14,27,14/07/2026 (27j),2026-07-15,picking,2026-08-12,0,,,
124572,Spar Clavier,Spar Clavier,,Spar Clavier,Rue de la gendarmerie 70,4560,Clavier,+32 85 21 12 77,spar.clavier@icloud.com,Televente,no-message,B,28,3,700.12,58.34,2026-06-19,2026-07-13,28,13/07/2026 (28j),2026-07-15,picking,2026-08-12,0,,,
123842,Spar Barvaux,Spar Barvaux,,Spar Barvaux,Route de Marche 41,6940,Durbuy,+32 86 21 27 21,spar.barvaux@gmail.com,Televente,no-message,B,28,3,663.85,55.32,2026-05-20,2026-07-14,27,14/07/2026 (27j),2026-07-15,picking,2026-08-12,0,,,
124180,Affilié 049015 - Proxy Delhaize Tihange,Affilié 049015 - Proxy Delhaize Tihange,Delhaize Le Lion S.A,Affilié 049015 - Proxy Delhaize Tihange,Avenue de l'industrie 26,4500,Huy,+32 85 25 29 39,delhaizetihange@yahoo.fr,Televente,no-message,B,28,2,623.78,51.98,2026-06-04,2026-07-14,27,14/07/2026 (27j),2026-07-15,picking,2026-08-12,0,,,
122991,Antheco SA - Intermarché Anthée,Antheco SA - Intermarché Anthée,,Antheco SA - Intermarché Anthée,Rue Maréchal Franchet d'Esperey 2,5520,Onhaye,+32 82 21 31 00,PDV06651@mousquetaires.com,Televente,no-message,B,28,2,564.6,47.05,2026-06-05,2026-08-06,4,06/08/2026 (4j),2026-08-06,last_so,2026-09-03,0,,,
124727,Delhaize Montigny,Delhaize Montigny,,Delhaize Montigny,Rue de Gozée 400,6110,Montigny-le-Tilleul,+32 71 56 22 73,directionmlt@nolamanagement.be,Televente,no-message,B,28,2,526.96,43.91,2026-06-26,2026-08-05,5,05/08/2026 (5j),2026-08-05,last_so,2026-09-02,0,,,
123966,Intermarché Mons,Intermarché Mons,,Intermarché Mons,Chemin de la Procession 399,7000,Mons,+32 65 39 48 11,pdv95019@mousquetaires.com,Televente,no-message,B,28,3,509.89,42.49,2026-05-26,2026-07-13,28,13/07/2026 (28j),2026-07-15,picking,2026-08-12,0,,,
123964,Intermarché Rumes - Hainaut,Intermarché Rumes - Hainaut,,Intermarché Rumes - Hainaut,Chaussée de Douai 1bis,7610,Rumes,+32 69 34 31 88,pdv04733@mousquetaires.com,Televente,no-message,B,28,2,465.65,38.8,2026-05-29,2026-08-04,6,04/08/2026 (6j),2026-08-04,last_so,2026-09-01,0,,,
125275,Carrefour Market Vielsalm,Carrefour Market Vielsalm,Carrefour Belgium,Carrefour Market Vielsalm,Les Grands Champs 38,6690,Vielsalm,+32 80 21 57 71,carrefour.vielsalm@outlook.be,Televente,no-message,B,28,1,336.83,28.07,2026-07-13,2026-07-13,28,13/07/2026 (28j),2026-07-15,picking,2026-08-12,0,,,
125351,FQMS - Proxy Delhaize Quadrilatere (Huy),FQMS - Proxy Delhaize Quadrilatere (Huy),,FQMS - Proxy Delhaize Quadrilatere (Huy),Rue Delloye-Matthieu 9,4500,Huy,+32 471 72 79 39,compta@fqms.be,Televente,no-message,B,28,1,324.93,27.08,2026-07-15,2026-07-15,26,15/07/2026 (26j),2026-07-16,picking,2026-08-13,0,,,"pas de passage le MARDI — de preference le MERCREDI (contrainte magasin, lead #1095)"
120035,Good 4 Food SRL - Proxy Delhaize Linthout,Good 4 Food SRL - Proxy Delhaize Linthout,,Good 4 Food SRL - Proxy Delhaize Linthout,Av Georges Henri 481,1200,Woluwe St Lambert,+32 2 735 06 90,proxylinthout@gmail.com,Televente,no-message,C,42,4,1130.64,94.22,2026-01-19,2026-06-25,46,25/06/2026 (46j),2026-07-01,picking,2026-08-12,0,,,
8062,Carrefour Hyper Auderghem,Carrefour Hyper Auderghem,Carrefour Belgium,Carrefour Hyper Auderghem,Bd du Souverain-Vorstlaan 240,1160,Auderghem,+32 2 679 05 11,josiane_bourcy@carrefour.com,Televente,no-message,C,42,3,931.16,77.6,2025-11-04,2026-07-31,10,31/07/2026 (10j),2026-07-31,last_so,2026-09-11,0,,,
9079,Carrefour Market Naninne - 5400102117050,Carrefour Market Naninne - 5400102117050,Carrefour Belgium,Carrefour Belgium,Chaussée de Marche 741,5100,Naninne,+32 81 58 19 68,mellecev@gmail.com,NoMerch,no-message,C,42,3,789.79,65.82,2026-01-22,2026-07-10,31,10/07/2026 (31j),2026-08-04,picking,2026-09-15,0,,,
122589,Carrefour Market Wellin,Carrefour Market Wellin,Carrefour Belgium,Carrefour Market Wellin,"Rue de la Station, 32",6920,Wellin,+32 84 38 92 96,carrefourwellin@gmail.com,Televente,no-message,C,42,2,644.01,53.67,2026-03-30,2026-07-14,27,14/07/2026 (27j),2026-07-15,picking,2026-08-26,0,,,
2776,AL DISTRIBUTION - Intermarché Monnaie,AL DISTRIBUTION - Intermarché Monnaie,,,Rue de l'Evêque 30,1000,Bruxelles,028999265,PDV09926@mousquetaires.com,Arret,block,X,90,0,0.0,0.0,,,,Jamais commandé,,,,0,,,
7240,BELGALITA FOOD - Hélène ZINCK - Brasserie Liègeoise,BELGALITA FOOD - Hélène ZINCK - Brasserie Liègeoise,,,Rue des Guillemins 119,4000,Liège,+32 483 53 38 60,brasserieliegeoise@gmail.com,Arret,block,X,90,0,0.0,0.0,,,,Jamais commandé,,,,0,,,
7241,,BELGALITA FOOD - Hélène ZINCK - Brasserie Liègeoise,BELGALITA FOOD - Hélène ZINCK - Brasserie Liègeoise,BELGALITA FOOD - Hélène ZINCK - Brasserie Liègeoise,Rue des Guillemins 119,4000,Liège,+32 483 53 38 60,heck.thibaut@gmail.com,Arret,block,X,90,0,0.0,0.0,,,,Jamais commandé,,,,0,,,
2845,CAP GOZEE - Intermarché Gozée,CAP GOZEE - Intermarché Gozée,,,"Rue de Marchienne, 204",6534,GOZEE,071519979,pdv09849@mousquetaires.com,Arret,block,X,90,0,0.0,0.0,,,,Jamais commandé,,,,0,,,
2850,COUDIS SA - Intermarché Couillet,COUDIS SA - Intermarché Couillet,,,"Route de Philippeville, 319",6010,COUILLET,071471126,pdv09867@mousquetaires.com,Arret,block,X,90,0,0.0,0.0,,,,Jamais commandé,,,,0,,,
7006,Carrefour Market Genval,Carrefour Market Genval,,,Rue de la Bruyère 215,1332,Rixensart,,kevin.besnard@yahoo.be,Arret,block,X,90,0,0.0,0.0,,,,Jamais commandé,,,,0,,,
2910,DelHaccourt SRL - Delhaize Haccourt,DelHaccourt SRL - Delhaize Haccourt,,,Avenue Reine Fabiola 27,4684,Haccourt,043795572,Flamur.Vitija@affiliatesdelhaize.be,Arret,block,X,90,0,0.0,0.0,,,,Jamais commandé,,,,0,,,
5427,Affilié 040270 - Delhaize Alsemberg,Affilié 040270 - Delhaize Alsemberg,Delhaize Le Lion S.A,Delhaize Le Lion S.A,Steenweg Op Eigenbrakel 34,,Alsemberg,0496 04 14 29,023 81 31 38,Arret,block,X,90,0,0.0,0.0,,,,Jamais commandé,,,,0,,,
5645,Affilié 041395 - Delhaize Braine l'Alleud,Affilié 041395 - Delhaize Braine l'Alleud,Delhaize Le Lion S.A,Delhaize Le Lion S.A,Rue de la Graignette 5,,Braine-l'Alleud,023 87 43 75,jenverast@gmail.com,Arret,block,X,90,0,0.0,0.0,,,,Jamais commandé,,,,0,,,
5446,Affilié 043185 - AD Fort Jaco,Affilié 043185 - AD Fort Jaco,Delhaize Le Lion S.A,Delhaize Le Lion S.A,Chaussée de Waterloo 1363,,Uccle,02/372.11.01,admin@delhaize-fortjaco.be,Arret,block,X,90,0,0.0,0.0,,,,Jamais commandé,,,,0,,,
5686,Affilié 043870 - Delhaize Hankar,Affilié 043870 - Delhaize Hankar,Delhaize Le Lion S.A,Delhaize Le Lion S.A,"Clos Lucien Outers, 1",,Auderghem,02/734 13 04,lionhankar@gmail.com,Arret,block,X,90,0,0.0,0.0,,,,Jamais commandé,,,,0,,,
5772,Affilié 044765 - Delhaize Léopold III,Affilié 044765 - Delhaize Léopold III,Delhaize Le Lion S.A,Delhaize Le Lion S.A,Rue de Genève 2,,Evere,027 05 46 35,Rodolphe@delhaize-leopold3.be,Arret,block,X,90,0,0.0,0.0,,,,Jamais commandé,,,,0,,,
5543,Affilié 045630 - Delhaize Mozart,Affilié 045630 - Delhaize Mozart,Delhaize Le Lion S.A,Delhaize Le Lion S.A,Chaussée d'Alsemberg 505,,Bruxelles,023 45 75 53,Delhaizemozart@gmail.com,Arret,block,X,90,0,0.0,0.0,,,,Jamais commandé,,,,0,,,
5573,Affilié 049385 - Delhaize Waterloo,Affilié 049385 - Delhaize Waterloo,Delhaize Le Lion S.A,Delhaize Le Lion S.A,"Boulevard Henri Rolin, 7",,Waterloo,02 351 32 42,Fournisseurs.delwate@outlook.com,Arret,block,X,90,0,0.0,0.0,,,,Jamais commandé,,,,0,,,
3116,Magbraine.SA - Intermarché Braine L’alleud,Magbraine.SA - Intermarché Braine L’alleud,,,"Place Saint-Sébastien 15,",1420,Braine-l'Alleud,023 84 09 28,pdv09848@mousquetaires.com,Arret,block,X,90,0,0.0,0.0,,,,Jamais commandé,,,,0,,,
3212,SA LAMBUSIM - Intermarché Lambusart,SA LAMBUSIM - Intermarché Lambusart,,,"rue du Wainage, 236/1",6220,Lambusart,071814358,pdv09857@mousquetaires.com,Arret,block,X,90,0,0.0,0.0,,,,Jamais commandé,,,,0,,,
3213,SA MOFER - Intermarché Eghezée,SA MOFER - Intermarché Eghezée,,,"Chaussée de Louvain, 64",5310,EGHEZEE,081445204,pdv09877@mousquetaires.com,Arret,block,X,90,0,0.0,0.0,,,,Jamais commandé,,,,0,,,
